-1.0776565,1.1736741,0.9351572,1.650105,-0.259136,-0.21392271,-0.7267653,-2.4415224,-1.9644686,-0.78478056,-1.9998235,-0.5260018,-0.581573,0.8883769,2.1884294,-0.2588054,0.55848175,-0.7268332,2.1608775,1.4309465,0.40328106,0.4046708,1.2855498,-0.47092003,1.7602587,1.3824128,1.740066,3.866438,1.7905158,-0.052746248,-3.0366135,0.14631031,-1.7468691,0.2337106,-0.2160244,-0.1382403,0.9654173,-0.023089726,-0.1966708,-1.3909506,-0.121135734,1.0173478,2.3460577,0.12363715,1.091575,1.9790779,-2.1795976,-0.019492464,-2.167188,-0.47844663,-0.36801845,-0.067987815,-2.343053,-1.9589822,1.0776359,0.41783795,4.119699,-1.3729755,1.2142026,0.32315445,-2.0722506,-1.0538265,0.5782875,-2.7194073
-2.7855372,0.6478362,-0.21758413,1.9460132,1.3239582,0.7573558,0.30252352,-1.0482556,-0.86889976,-0.170804,-2.2568693,0.6301149,-0.2995532,1.7227263,3.3262584,-0.43186963,0.06780495,-0.27926996,1.2653337,1.536902,0.53797793,0.9753665,-0.5638442,0.36951622,1.4017143,0.7936868,0.121745765,1.9924073,0.30569422,0.10561224,-2.8757856,0.110365056,-0.7705987,0.09408441,-2.8879497,-2.7671397,0.934272,0.040676557,0.97248006,-0.34699535,-0.07330309,2.7671723,0.59858364,-0.13072127,-0.1788929,1.2955861,-1.2288064,0.4629276,-2.423004,0.80996925,0.81296873,-1.3694906,-3.1417773,-2.504483,-0.27829072,0.22743715,1.6996673,-2.435063,1.5390682,0.7724105,-0.6330386,-1.0808907,-0.23982632,-2.3818235
-1.1518822,0.055437334,-0.29713124,0.50248563,1.5610409,0.83427787,0.086481236,-0.54343504,-1.9730891,-1.0700607,-0.57398385,-0.44682768,1.33524,-0.025946492,-0.5217962,-1.2405678,0.7801578,-0.47571844,-0.2689221,1.6034783,-0.44205025,0.2986986,-0.11282274,0.93266463,-0.4371096,0.1624634,-0.04987951,0.29478487,-0.5259223,1.2226537,-2.449117,-0.30172554,-0.6147089,-0.22452238,-0.13947207,-5.444125,1.2295263,-0.09139808,1.1241612,0.44128278,-0.21223095,1.6395487,0.9641628,0.88260984,0.009963251,1.407791,-0.29044807,0.7350206,-0.59139025,0.24040404,1.5093445,-1.2917309,-2.1432745,-1.9073014,-0.6218402,-0.34922573,1.5470017,-1.3454754,0.3469636,1.6078653,-0.92025846,0.65478873,0.31839234,-3.1853907
1.1805174,0.057990387,0.50411564,-0.39809147,0.71889114,0.14459088,0.35165325,-1.1734008,-1.3975872,-1.1565957,-0.9976066,0.36193946,2.2725778,0.13389091,0.23585676,-0.014276622,0.472315,-0.1958257,0.99227583,1.3756422,0.5123972,0.5850331,0.96155816,0.46171096,0.29941022,0.7986891,-0.14456101,1.0963793,0.6927683,0.9319729,-2.1608615,0.630637,-0.49764365,0.24797016,-1.6145695,-6.9565606,0.88129157,0.108092114,0.8619771,1.1556467,-0.18333292,1.5433955,1.513692,0.24883233,-0.58806217,0.9041381,0.8382933,-0.7858491,-0.50679284,-0.111107625,-0.649293,0.09880623,-1.4019706,-2.0479388,0.09341233,-0.47021163,0.88727945,-1.0274061,0.67634994,0.808403,0.91298866,0.105114296,0.88729924,-2.635078
2.0984254,-0.50335366,-0.82571644,-0.56702864,-0.95809484,-0.23824835,-0.807276,-0.9219221,-1.1016924,0.66307247,0.2601268,0.5632579,1.4188341,0.38205564,-0.15450586,0.72137904,0.78738946,-0.31823424,-0.5480059,-0.55286604,-0.2475553,-0.2079981,-0.92998546,0.27181938,-0.12701337,-1.2296647,0.49311474,1.3381069,0.62953067,1.2445117,0.25185624,0.48570794,-0.55423397,-0.105320774,-1.0697887,-5.391771,0.86567134,0.2922536,1.2983925,0.67488056,-0.12548573,0.7540802,0.85155493,0.21659084,0.48155957,0.4626225,0.390227,0.4333817,0.34657815,0.24460578,-1.5569897,-1.5187031,-3.5469792,-1.3213555,0.02489362,-1.3346835,0.74605167,-0.43708652,0.15363158,-0.5772578,0.5478595,0.29598668,0.88705355,-3.2858398
1.0363082,-0.21916674,-0.23213035,-3.1832976,-1.1108328,0.60514927,-0.91707027,0.35181865,-1.9370198,0.7396122,1.4121867,0.7759696,0.97307473,0.9423307,-0.5850344,0.63413244,0.4717084,0.08413804,-0.6483693,-1.0725918,-0.6463926,-0.5556007,-0.77482784,0.37875795,-1.4013948,-0.54480094,0.537477,1.2620362,1.2617148,1.0153453,0.030125152,-0.20732486,0.3515119,0.75459373,-1.0924693,-2.6554682,0.054144096,-0.2299278,0.82223475,0.33305687,-1.023821,2.217446,0.6571326,-0.012664287,0.3892978,-0.022336379,1.0877596,0.13526754,0.3494224,0.1522561,-0.255594,0.84291685,-2.4645596,-0.9975716,0.19744213,-0.8742473,-0.22141606,2.254711,1.1086364,-0.64094216,0.3909824,0.02354238,-1.2745188,-2.458241
-0.96559405,0.32877967,0.17054327,-4.002178,-2.0557804,-0.36436835,-1.2337533,-0.71349657,-2.308425,-0.056511912,2.910152,0.2882794,0.09641866,0.8893997,-0.2129696,0.3683999,-0.12982944,-0.10485074,-3.540586,-0.78657687,-0.3326945,0.22718528,-0.91714466,-0.3560476,-0.56483513,-0.5434027,0.28831932,0.4557571,0.50265896,0.5104412,-0.5941203,0.38774204,0.6182104,-0.33338496,-1.0610436,-0.8847139,1.2920581,-0.771121,0.35372508,-0.46929526,-1.4334359,0.11493138,0.87705433,0.0325548,1.5097331,0.47349635,0.47388235,-0.05751538,0.77329546,-1.643597,-0.4071929,0.72866833,-2.0302422,-1.6298084,0.5409122,0.2780028,-0.39085764,0.18189235,0.18890883,0.05900534,0.08118087,0.8964154,0.5872297,-3.7578104
-1.6701051,-0.0619908,-1.4953296,-2.3328617,-1.262101,0.5689731,0.06529843,-0.44638655,-0.5209397,-0.37159052,3.450145,0.8829563,0.14390601,0.3971582,-1.6111206,0.56529796,0.12645654,0.17671002,-6.634364,-0.9253053,-1.6894593,-0.84846455,-0.9215386,0.13237934,-0.7045853,-0.13299012,0.53915024,0.5124338,0.82304865,0.431471,-0.5044482,0.64501536,0.7445872,-0.16198502,-0.6881286,0.56633294,1.0727019,0.1584228,0.18552004,0.62275225,-1.3787605,0.21914515,0.17093436,-0.13027231,0.10252957,1.2836972,0.30019644,-0.07170027,1.2893437,-1.1861565,-0.20806918,0.13849464,-3.3834426,0.6447843,0.26197925,-0.16377853,-0.6591788,2.328042,0.33095446,-2.4415085,0.8836625,-0.24693045,0.7470551,-3.7369053
-1.4114131,0.2483177,-0.9434534,0.07915377,0.4647341,0.86908394,-0.64153665,-0.06730086,-1.1424621,-0.62725747,2.187849,0.8068791,-0.7217709,0.4974721,-3.118654,-0.16098538,0.332851,0.11306797,-3.1726327,-0.19396085,-2.965068,0.09775814,-1.4621633,0.3857987,0.39757288,-0.14276658,-0.18655007,1.2584842,0.3430465,0.38843128,0.504406,0.58500606,0.16372827,-0.7596042,-0.5343073,-0.5015789,1.0782505,0.48713878,-0.17825921,-0.7984273,-0.95764,-0.4111538,-0.7921789,-0.5106908,0.69181806,1.0209832,-0.22514722,0.94593644,0.58070636,-0.59282,-0.647613,-0.5670793,-3.6897967,0.81316185,0.51141214,-2.9922175,-1.8077282,0.5893674,-0.49381542,-2.9260235,0.46231252,0.6202836,-0.110013425,-2.658732
-1.8774787,-0.36566833,-1.6867858,-1.4427242,-1.5197519,0.1153598,-0.8363643,-0.060683873,-0.46779412,0.49442875,2.272099,1.2176139,-0.48262137,-0.396519,-2.3625715,-0.114607975,0.17234904,-0.63037044,-0.59656525,-1.4934502,-3.695193,-0.3370255,-2.1016843,0.8987696,1.3115047,0.058789108,-0.14084741,0.98843664,-0.13078919,0.13128065,-1.1732297,0.56417006,-0.044342354,-0.65260816,-0.81648934,-0.2630977,1.1203392,1.1188067,-0.0865729,0.05056196,-0.46102908,1.2966409,0.097052485,-0.4348526,-0.21654172,1.0172267,-0.108610764,0.48436812,0.84517676,-0.49231437,-0.1292647,-0.75576746,-2.9697902,0.21086009,0.1562575,-0.03485312,-2.3556702,-0.544804,0.091010526,0.8167043,0.31117624,1.0399523,1.4890589,-0.7305735
